index,value
2998,4
2999,1
3000,3
3001,5
3002,2
3003,4
3004,1
3005,3
3006,1
3007,5
3008,4
3009,5
3010,3
3011,1
3012,5
3013,4
3014,5
3015,5
3016,4
3017,1
3018,5
3019,2
3020,5
3021,4
3022,1
3023,5
3024,2
3025,2
3026,5
3027,5
3028,4
3029,5
3030,2
3031,5
3032,5
3033,4
3034,5
3035,2
3036,5
3037,5
3038,4
3039,3
3040,2
3041,5
3042,5
3043,4
3044,3
3045,5
3046,3
3047,6
3048,2
3049,4
3050,5
3051,3
3052,6
3053,2
3054,4
3055,2
3056,2
3057,5
3058,3
3059,1
3060,2
3061,2
3062,5
3063,3
3064,1
3065,2
3066,6
3067,4
3068,6
3069,4
3070,2
3071,6
3072,4
3073,6
3074,4
3075,5
3076,4
3077,4
3078,2
3079,6
3080,5
3081,4
3082,4
3083,2
3084,6
3085,3
3086,6
3087,4
3088,4
3089,5
3090,3
3091,6
3092,4
3093,4
3094,5
3095,5
3096,5
3097,6
3098,1
3099,5
3100,5
3101,5
3102,6
3103,1
3104,5
3105,6
3106,5
3107,4
3108,3
3109,3
3110,6
3111,5
3112,4
3113,3
3114,3
3115,3
3116,3
3117,1
3118,4
3119,4
3120,3
3121,3
3122,1
3123,4
3124,4
3125,1
3126,2
3127,2
3128,5
3129,6
3130,1
3131,2
3132,2
3133,5
3134,6
3135,4
3136,2
3137,6
3138,2
3139,2
3140,4
3141,2
3142,6
3143,2
3144,2
3145,3
3146,1
3147,2
3148,1
3149,6
3150,3
3151,1
3152,2
3153,1
3154,6
3155,4
3156,4
3157,4
3158,1
3159,2
3160,4
3161,4
3162,4
3163,1
3164,2
3165,4
3166,2
3167,1
3168,4
3169,1
3170,4
3171,2
3172,1
3173,4
3174,1
3175,4
3176,6
3177,3
3178,1
3179,2
3180,4
3181,6
3182,3
3183,1
3184,2
3185,2
3186,6
3187,5
3188,4
3189,3
3190,2
3191,6
3192,5
3193,4
3194,3
3195,6
3196,5
3197,5
3198,1
3199,3
3200,6
3201,5
3202,5
3203,1
3204,3
3205,4
3206,3
3207,3
3208,6
3209,6
3210,4
3211,3
3212,3
3213,6
3214,6
3215,1
3216,6
3217,4
3218,3
3219,3
3220,1
3221,6
3222,4
3223,3
3224,3
3225,4
3226,5
3227,1
3228,2
3229,3
3230,4
3231,5
3232,1
3233,2
3234,3
3235,6
3236,3
3237,3
3238,2
3239,3
3240,6
3241,3
3242,3
3243,2
3244,3
3245,1
3246,5
3247,5
3248,6
3249,5
3250,1
3251,5
3252,5
3253,6
3254,5
3255,4
3256,1
3257,2
3258,3
3259,6
3260,4
3261,1
3262,2
3263,3
3264,6
3265,1
3266,2
3267,2
3268,5
3269,4
3270,1
3271,2
3272,2
3273,5
3274,4
3275,2
3276,5
3277,5
3278,2
3279,3
3280,2
3281,5
3282,5
3283,2
3284,3
3285,4
3286,3
3287,3
3288,6
3289,3
3290,4
3291,3
3292,3
3293,6
3294,3
3295,2
3296,4
3297,6
3298,2
3299,1
3300,2
3301,4
3302,6
3303,2
3304,1
3305,4
3306,2
3307,5
3308,1
3309,4
3310,4
3311,2
3312,5
3313,1
3314,4
3315,3
3316,1
3317,2
3318,6
3319,1
3320,3
3321,1
3322,2
3323,6
3324,1
3325,3
3326,3
3327,3
3328,5
3329,5
3330,3
3331,3
3332,3
3333,5
3334,5
3335,4
3336,3
3337,6
3338,5
3339,2
3340,4
3341,3
3342,6
3343,5
3344,2
3345,1
3346,3
3347,3
3348,1
3349,5
3350,1
3351,3
3352,3
3353,1
3354,5
3355,6
3356,4
3357,6
3358,4
3359,5
3360,6
3361,4
3362,6
3363,4
3364,5
3365,2
3366,3
3367,3
3368,1
3369,1
3370,2
3371,3
3372,3
3373,1
3374,1
3375,2
3376,1
3377,6
3378,2
3379,4
3380,2
3381,1
3382,6
3383,2
3384,4
3385,1
3386,2
3387,3
3388,6
3389,2
3390,1
3391,2
3392,3
3393,6
3394,2
3395,5
3396,5
3397,4
3398,3
3399,3
3400,5
3401,5
3402,4
3403,3
3404,3
3405,1
3406,1
3407,2
3408,6
3409,1
3410,1
3411,1
3412,2
3413,6
3414,1
3415,2
3416,6
3417,2
3418,5
3419,2
3420,2
3421,6
3422,2
3423,5
3424,2
3425,4
3426,5
3427,4
3428,6
3429,6
3430,4
3431,5
3432,4
3433,6
3434,6
3435,6
3436,5
3437,4
3438,6
3439,3
3440,6
3441,5
3442,4
3443,6
3444,3
3445,1
3446,6
3447,5
3448,4
3449,3
3450,1
3451,6
3452,5
3453,4
3454,3
3455,6
3456,1
3457,3
3458,5
3459,2
3460,6
3461,1
3462,3
3463,5
3464,2
3465,2
3466,5
3467,4
3468,1
3469,2
3470,2
3471,5
3472,4
3473,1
3474,2
3475,4
3476,1
3477,6
3478,3
3479,1
3480,4
3481,1
3482,6
3483,3
3484,1
3485,1
3486,2
3487,2
3488,2
3489,6
3490,1
3491,2
3492,2
3493,2
3494,6
3495,4
3496,6
3497,1
3498,6
3499,5
3500,4
3501,6
3502,1
3503,6
3504,5
3505,1
3506,2
3507,4
3508,5
3509,5
3510,1
3511,2
3512,4
3513,5
3514,5
3515,6
3516,6
3517,2
3518,2
3519,5
3520,6
3521,6
3522,2
3523,2
3524,5
3525,5
3526,4
3527,1
3528,1
3529,4
3530,5
3531,4
3532,1
3533,1
3534,4
3535,1
3536,4
3537,2
3538,3
3539,5
3540,1
3541,4
3542,2
3543,3
3544,5
3545,4
3546,4
3547,6
3548,6
3549,2
3550,4
3551,4
3552,6
3553,6
3554,2
3555,4
3556,6
3557,1
3558,2
3559,4
3560,4
3561,6
3562,1
3563,2
3564,4
3565,5
3566,1
3567,1
3568,2
3569,2
3570,5
3571,1
3572,1
3573,2
3574,2
3575,1
3576,1
3577,2
3578,1
3579,6
3580,1
3581,1
3582,2
3583,1
3584,6
3585,5
3586,1
3587,5
3588,3
3589,4
3590,5
3591,1
3592,5
3593,3
3594,4
3595,4
3596,6
3597,3
3598,5
3599,4
3600,4
3601,6
3602,3
3603,5
3604,4
3605,4
3606,2
3607,1
3608,4
3609,5
3610,4
3611,2
3612,1
3613,4
3614,5
3615,1
3616,6
3617,4
3618,2
3619,1
3620,1
3621,6
3622,4
3623,2
3624,1
3625,4
3626,1
3627,4
3628,6
3629,6
3630,4
3631,1
3632,4
3633,6
3634,6
3635,3
3636,4
3637,1
3638,2
3639,1
3640,3
3641,4
3642,1
3643,2
3644,1
3645,4
3646,6
3647,1
3648,3
3649,2
3650,4
3651,6
3652,1
3653,3
3654,2
3655,1
3656,2
3657,6
3658,6
3659,2
3660,1
3661,2
3662,6
3663,6
3664,2
3665,2
3666,2
3667,2
3668,5
3669,6
3670,2
3671,2
3672,2
3673,5
3674,6
3675,4
3676,5
3677,1
3678,6
3679,1
3680,4
3681,5
3682,1
3683,6
3684,1
3685,2
3686,3
3687,5
3688,4
3689,6
3690,2
3691,3
3692,5
3693,4
3694,6
3695,5
3696,5
3697,5
3698,4
3699,6
3700,5
3701,5
3702,5
3703,4
3704,6
3705,2
3706,2
3707,2
3708,1
3709,1
3710,2
3711,2
3712,2
3713,1
3714,1
3715,2
3716,3
3717,2
3718,6
3719,3
3720,2
3721,3
3722,2
3723,6
3724,3
3725,4
3726,4
3727,4
3728,4
3729,6
3730,4
3731,4
3732,4
3733,4
3734,6
3735,1
3736,2
3737,5
3738,4
3739,6
3740,1
3741,2
3742,5
3743,4
3744,6
3745,1
3746,3
3747,1
3748,2
3749,2
3750,1
3751,3
3752,1
3753,2
3754,2
3755,1
3756,3
3757,1
3758,2
3759,6
3760,1
3761,3
3762,1
3763,2
3764,6
3765,6
3766,3
3767,4
3768,3
3769,6
3770,6
3771,3
3772,4
3773,3
3774,6
3775,1
3776,1
3777,3
3778,1
3779,1
3780,1
3781,1
3782,3
3783,1
3784,1
3785,2
3786,4
3787,4
3788,6
3789,1
3790,2
3791,4
3792,4
3793,6
3794,1
3795,2
3796,1
3797,4
3798,5
3799,2
3800,2
3801,1
3802,4
3803,5
3804,2
3805,1
3806,6
3807,5
3808,6
3809,6
3810,1
3811,6
3812,5
3813,6
3814,6
3815,4
3816,3
3817,4
3818,4
3819,1
3820,4
3821,3
3822,4
3823,4
3824,1
3825,2
3826,4
3827,5
3828,1
3829,5
3830,2
3831,4
3832,5
3833,1
3834,5
3835,2
3836,6
3837,3
3838,4
3839,3
3840,2
3841,6
3842,3
3843,4
3844,3
3845,4
3846,6
3847,6
3848,6
3849,5
3850,4
3851,6
3852,6
3853,6
3854,5
3855,6
3856,2
3857,1
3858,4
3859,6
3860,6
3861,2
3862,1
3863,4
3864,6
3865,1
3866,3
3867,3
3868,5
3869,4
3870,1
3871,3
3872,3
3873,5
3874,4
3875,4
3876,1
3877,2
3878,4
3879,3
3880,4
3881,1
3882,2
3883,4
3884,3
3885,6
3886,1
3887,6
3888,4
3889,5
3890,6
3891,1
3892,6
3893,4
3894,5
3895,1
3896,5
3897,3
3898,3
3899,4
3900,1
3901,5
3902,3
3903,3
3904,4
3905,3
3906,2
3907,3
3908,2
3909,5
3910,3
3911,2
3912,3
3913,2
3914,5
3915,5
3916,4
3917,5
3918,1
3919,3
3920,5
3921,4
3922,5
3923,1
3924,3
3925,1
3926,2
3927,1
3928,2
3929,2
3930,1
3931,2
3932,1
3933,2
3934,2
3935,6
3936,3
3937,4
3938,1
3939,3
3940,6
3941,3
3942,4
3943,1
3944,3
3945,5
3946,5
3947,5
3948,6
3949,5
3950,5
3951,5
3952,5
3953,6
3954,5
3955,3
3956,2
3957,1
3958,4
3959,2
3960,3
3961,2
3962,1
3963,4
3964,2
3965,5
3966,1
3967,3
3968,6
3969,1
3970,5
3971,1
3972,3
3973,6
3974,1
3975,2
3976,4
3977,2
3978,6
3979,6
3980,2
3981,4
3982,2
3983,6
3984,6
3985,1
3986,1
3987,6
3988,3
3989,4
3990,1
3991,1
3992,6
3993,3
3994,4
3995,2
3996,1
3997,2
3998,6
3999,1
4000,2
4001,1
4002,2
4003,6
4004,1
4005,5
4006,5
4007,1
4008,1
4009,4
4010,5
4011,5
4012,1
4013,1
4014,4
4015,6
4016,1
4017,6
4018,3
4019,2
4020,6
4021,1
4022,6
4023,3
4024,2
4025,4
4026,5
4027,1
4028,1
4029,2
4030,4
4031,5
4032,1
4033,1
4034,2
4035,6
4036,4
4037,3
4038,6
4039,3
4040,6
4041,4
4042,3
4043,6
4044,3
4045,4
4046,2
4047,1
4048,5
4049,3
4050,4
4051,2
4052,1
4053,5
4054,3
4055,4
4056,3
4057,6
4058,2
4059,3
4060,4
4061,3
4062,6
4063,2
4064,3
4065,4
4066,2
4067,5
4068,2
4069,5
4070,4
4071,2
4072,5
4073,2
4074,5
4075,1
4076,1
4077,4
4078,3
4079,4
4080,1
4081,1
4082,4
4083,3
4084,4
4085,1
4086,2
4087,6
4088,6
4089,5
4090,1
4091,2
4092,6
4093,6
4094,5
4095,3
4096,1
4097,2
4098,4
4099,6
4100,3
4101,1
4102,2
4103,4
4104,6
4105,2
4106,6
4107,5
4108,1
4109,5
4110,2
4111,6
4112,5
4113,1
4114,5
4115,2
4116,2
4117,1
4118,6
4119,3
4120,2
4121,2
4122,1
4123,6
4124,3
4125,1
4126,5
4127,2
4128,5
4129,3
4130,1
4131,5
4132,2
4133,5
4134,3
4135,2
4136,3
4137,5
4138,4
4139,5
4140,2
4141,3
4142,5
4143,4
4144,5
4145,4
4146,5
4147,3
4148,5
4149,4
4150,4
4151,5
4152,3
4153,5
4154,4
4155,2
4156,1
4157,6
4158,1
4159,2
4160,2
4161,1
4162,6
4163,1
4164,2
4165,1
4166,4
4167,1
4168,3
4169,1
4170,1
4171,4
4172,1
4173,3
4174,1
4175,2
4176,5
4177,5
4178,4
4179,1
4180,2
4181,5
4182,5
4183,4
4184,1
4185,3
4186,3
4187,4
4188,2
4189,2
4190,3
4191,3
4192,4
4193,2
4194,2
4195,1
4196,2
4197,5
4198,4
4199,1
4200,1
4201,2
4202,5
4203,4
4204,1
4205,1
4206,1
4207,3
4208,6
4209,1
4210,1
4211,1
4212,3
4213,6
4214,1
4215,1
4216,2
4217,6
4218,1
4219,5
4220,1
4221,2
4222,6
4223,1
4224,5
4225,5
4226,1
4227,3
4228,4
4229,6
4230,5
4231,1
4232,3
4233,4
4234,6
4235,2
4236,6
4237,5
4238,3
4239,4
4240,2
4241,6
4242,5
4243,3
4244,4
4245,6
4246,2
4247,3
4248,4
4249,5
4250,6
4251,2
4252,3
4253,4
4254,5
4255,2
4256,1
4257,3
4258,4
4259,4
4260,2
4261,1
4262,3
4263,4
4264,4
4265,5
4266,4
4267,3
4268,6
4269,6
4270,5
4271,4
4272,3
4273,6
4274,6
4275,1
4276,4
4277,5
4278,3
4279,5
4280,1
4281,4
4282,5
4283,3
4284,5
4285,3
4286,3
4287,4
4288,6
4289,6
4290,3
4291,3
4292,4
4293,6
4294,6
4295,4
4296,6
4297,3
4298,5
4299,6
4300,4
4301,6
4302,3
4303,5
4304,6
4305,3
4306,4
4307,3
4308,2
4309,3
4310,3
4311,4
4312,3
4313,2
4314,3
4315,3
4316,1
4317,2
4318,6
4319,1
4320,3
4321,1
4322,2
4323,6
4324,1
4325,1
4326,3
4327,1
4328,1
4329,3
4330,1
4331,3
4332,1
4333,1
4334,3
4335,6
4336,3
4337,3
4338,5
4339,1
4340,6
4341,3
4342,3
4343,5
4344,1
4345,1
4346,6
4347,4
4348,4
4349,5
4350,1
4351,6
4352,4
4353,4
4354,5
4355,3
4356,1
4357,1
4358,5
4359,4
4360,3
4361,1
4362,1
4363,5
4364,4
4365,5
4366,5
4367,2
4368,2
4369,1
4370,5
4371,5
4372,2
4373,2
4374,1
4375,5
4376,2
4377,6
4378,1
4379,5
4380,5
4381,2
4382,6
4383,1
4384,5
4385,2
4386,2
4387,4
4388,3
4389,6
4390,2
4391,2
4392,4
4393,3
4394,6
4395,2
4396,3
4397,2
4398,6
4399,3
4400,2
4401,3
4402,2
4403,6
4404,3
4405,1
4406,5
4407,6
4408,2
4409,1
4410,1
4411,5
4412,6
4413,2
4414,1
4415,6
4416,5
4417,4
4418,3
4419,3
4420,6
4421,5
4422,4
4423,3
4424,3
4425,4
4426,3
4427,1
4428,6
4429,2
4430,4
4431,3
4432,1
4433,6
4434,2
4435,2
4436,4
4437,1
4438,4
4439,5
4440,2
4441,4
4442,1
4443,4
4444,5
4445,1
4446,5
4447,3
4448,2
4449,2
4450,1
4451,5
4452,3
4453,2
4454,2
4455,4
4456,6
4457,6
4458,1
4459,6
4460,4
4461,6
4462,6
4463,1
4464,6
4465,4
4466,2
4467,3
4468,2
4469,3
4470,4
4471,2
4472,3
4473,2
4474,3
4475,5
4476,4
4477,1
4478,5
4479,1
4480,5
4481,4
4482,1
4483,5
4484,1
4485,3
4486,4
4487,6
4488,5
4489,2
4490,3
4491,4
4492,6
4493,5
4494,2
4495,3
4496,4
4497,4
4498,4
4499,4
4500,3
4501,4
4502,4
4503,4
4504,4
4505,5
4506,2
4507,1
4508,4
4509,6
4510,5
4511,2
4512,1
4513,4
4514,6
4515,1
4516,4
4517,5
4518,1
4519,1
4520,1
4521,4
4522,5
4523,1
4524,1
4525,3
4526,6
4527,3
4528,5
4529,4
4530,3
4531,6
4532,3
4533,5
4534,4
4535,6
4536,2
4537,4
4538,1
4539,3
4540,6
4541,2
4542,4
4543,1
4544,3
4545,1
4546,2
4547,5
4548,1
4549,1
4550,1
4551,2
4552,5
4553,1
4554,1
4555,2
4556,3
4557,2
4558,2
4559,1
4560,2
4561,3
4562,2
4563,2
4564,1
4565,5
4566,5
4567,4
4568,3
4569,2
4570,5
4571,5
4572,4
4573,3
4574,2
4575,5
4576,4
4577,3
4578,4
4579,2
4580,5
4581,4
4582,3
4583,4
4584,2
4585,6
4586,5
4587,4
4588,1
4589,2
4590,6
4591,5
4592,4
4593,1
4594,2
4595,5
4596,4
4597,1
4598,2
4599,6
4600,5
4601,4
4602,1
4603,2
4604,6
4605,4
4606,6
4607,4
4608,3
4609,3
4610,4
4611,6
4612,4
4613,3
4614,3
4615,3
4616,3
4617,3
4618,4
4619,2
4620,3
4621,3
4622,3
4623,4
4624,2
4625,4
4626,6
4627,3
4628,1
4629,5
4630,4
4631,6
4632,3
4633,1
4634,5
4635,3
4636,2
4637,5
4638,5
4639,2
4640,3
4641,2
4642,5
4643,5
4644,2
4645,6
4646,5
4647,2
4648,5
4649,6
4650,6
4651,5
4652,2
4653,5
4654,6
4655,3
4656,6
4657,4
4658,1
4659,1
4660,3
4661,6
4662,4
4663,1
4664,1
4665,5
4666,2
4667,1
4668,2
4669,1
4670,5
4671,2
4672,1
4673,2
4674,1
4675,3
4676,1
4677,3
4678,5
4679,5
4680,3
4681,1
4682,3
4683,5
4684,5
4685,3
4686,6
4687,2
4688,2
4689,4
4690,3
4691,6
4692,2
4693,2
4694,4
4695,2
4696,4
4697,5
4698,3
4699,5
4700,2
4701,4
4702,5
4703,3
4704,5
4705,6
4706,1
4707,3
4708,2
4709,4
4710,6
4711,1
4712,3
4713,2
4714,4
4715,4
4716,4
4717,2
4718,3
4719,2
4720,4
4721,4
4722,2
4723,3
4724,2
4725,3
4726,1
4727,2
4728,1
4729,3
4730,3
4731,1
4732,2
4733,1
4734,3
4735,3
4736,5
4737,1
4738,6
4739,1
4740,3
4741,5
4742,1
4743,6
4744,1
4745,3
4746,1
4747,3
4748,5
4749,2
4750,3
4751,1
4752,3
4753,5
4754,2
4755,1
4756,2
4757,2
4758,4
4759,1
4760,1
4761,2
4762,2
4763,4
4764,1
4765,1
4766,3
4767,3
4768,6
4769,5
4770,1
4771,3
4772,3
4773,6
4774,5
4775,4
4776,4
4777,3
4778,5
4779,1
4780,4
4781,4
4782,3
4783,5
4784,1
4785,3
4786,6
4787,1
4788,3
4789,5
4790,3
4791,6
4792,1
4793,3
4794,5
4795,5
4796,6
4797,2
4798,2
4799,3
4800,5
4801,6
4802,2
4803,2
4804,3
4805,1
4806,5
4807,4
4808,3
4809,3
4810,1
4811,5
4812,4
4813,3
4814,3
4815,2
4816,1
4817,6
4818,4
4819,4
4820,2
4821,1
4822,6
4823,4
4824,4
4825,6
4826,4
4827,5
4828,4
4829,1
4830,6
4831,4
4832,5
4833,4
4834,1
4835,6
4836,5
4837,1
4838,6
4839,3
4840,6
4841,5
4842,1
4843,6
4844,3
4845,2
4846,4
4847,6
4848,1
4849,1
4850,2
4851,4
4852,6
4853,1
4854,1
4855,2
4856,6
4857,1
4858,6
4859,4
4860,2
4861,6
4862,1
4863,6
4864,4
4865,1
4866,5
4867,1
4868,2
4869,5
4870,1
4871,5
4872,1
4873,2
4874,5
4875,6
4876,3
4877,3
4878,1
4879,5
4880,6
4881,3
4882,3
4883,1
4884,5
4885,2
4886,1
4887,1
4888,6
4889,3
4890,2
4891,1
4892,1
4893,6
4894,3
4895,5
4896,1
4897,4
4898,3
4899,5
4900,5
4901,1
4902,4
4903,3
4904,5
4905,2
4906,5
4907,6
4908,4
4909,6
4910,2
4911,5
4912,6
4913,4
4914,6
4915,1
4916,3
4917,3
4918,1
4919,5
4920,1
4921,3
4922,3
4923,1
4924,5
4925,4
4926,5
4927,4
4928,5
4929,4
4930,4
4931,5
4932,4
4933,5
4934,4
4935,5
4936,1
4937,3
4938,3
4939,2
4940,5
4941,1
4942,3
4943,3
4944,2
4945,3
4946,3
4947,4
4948,4
4949,2
4950,3
4951,3
4952,4
4953,4
4954,2
4955,1
4956,5
4957,4
4958,1
4959,1
4960,1
4961,5
4962,4
4963,1
4964,1
4965,5
4966,6
4967,5
4968,1
4969,6
4970,5
4971,6
4972,5
4973,1
4974,6
4975,4
4976,3
4977,1
4978,6
4979,2
4980,4
4981,3
4982,1
4983,6
4984,2
4985,5
4986,6
4987,3
4988,4
4989,4
4990,5
4991,6
4992,3
4993,4
4994,4
4995,5
4996,2
4997,1
4998,4
4999,1
5000,5
5001,2
5002,1
5003,4
5004,1
5005,1
5006,4
5007,4
5008,1
5009,2
5010,1
5011,4
5012,4
5013,1
5014,2
5015,1
5016,3
5017,4
5018,3
5019,5
5020,1
5021,3
5022,4
5023,3
5024,5
5,025 samples
